0.00	X
0.03	B
0.16	E
0.51	F
0.88	B
1.02	A
1.10	B
1.47	C
1.54	A
1.62	F
1.80	B
2.08	A
2.20	C
2.27	B
2.47	C
2.68	B
2.75	A
2.83	B
2.91	A
3.06	B
3.12	D
3.17	G
3.24	C
3.31	B
3.81	C
3.86	A
3.90	C
4.09	B
4.42	F
4.90	B
5.04	X
5.29	X
