0.00	B
0.04	C
0.15	B
0.29	F
0.36	E
0.43	B
0.92	C
0.99	B
1.06	A
1.16	E
1.48	B
1.62	A
1.70	E
1.85	F
1.92	C
1.99	B
2.55	X
2.65	X
